INCIDENT NUMBER,INCIDENT REGION,RESPONSE TYPE,INCIDENT START DATE,INCIDENT START TIME,SUBJECT NUMBER,SUBJECT GENDER,SUBJECT AGE,SUBJECT STATE,SUBJECT COUNTRY,ACTIVITY,SITUATION,LOCATION FOUND LATITUDE,LOCATION FOUND LONGITUDE,LOCATION FOUND ELEVATION,FOUND IN SEARCH AREA,TECHNIQUE,NUMBER OF RANGERS INVOLVED,OTHER AGENCY INVOLVEMENT,LAST KNOWN POINT LAND CLASS,LAST KNOWN POINT STATE LAND NAME,LAST KNOWN POINT COUNTY,LAST KNOWN POINT MUNICIPALITY,INCIDENT ADIRONDACK PARK,INCIDENT CATSKILL PARK,INCIDENT CLOSED DATE,INCIDENT CLOSED TIME,Location
NY-2017-WS-236,4,Search,08/26/2017,08:30 PM,5,F,25,NY,US,Hiking,Lost,42.20715,-74.03889,2287,true,Assist/own power,1,true,DEC Campground,North South Lake Campground,GREENE,HUNTER,false,true,08/26/2017,10:00 PM,POINT (-74.03889 42.20715)
NY-2014-WS-166,4,Search,08/07/2014,01:40 PM,1,M,33,NY,US,Despondent,Missing,42.37925,-73.62789,316,true,Carry out by foot,5,true,Private Land,N/A,COLUMBIA,CHATHAM,false,false,08/27/2014,11:20 AM,POINT (-73.62789 42.37925)
NY-2016-WS-039,5,Rescue,03/12/2016,03:08 PM,1,M,29,VT,US,Hiking,Injured,44.15171,-73.92737,3300,true,Vehicle/boat evacuation,8,false,Forest Preserve,E. High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,03/12/2016,07:30 PM,POINT (-73.92737 44.15171)
NY-2019-WS-188,5,Rescue,07/30/2019,09:21 PM,2,,16,NC,US,Hiking,Lost,43.57986,-73.62293,400,true,Vehicle/boat evacuation,3,true,Forest Preserve,LAKE GEORGE WILD FOREST,WARREN,BOLTON,true,false,07/30/2019,11:58 PM,POINT (-73.62293 43.57986)
NY-2017-WS-046,5,Search,03/08/2017,02:11 PM,1,F,38,NY,US,Hiking,Lost,44.12747,-74.01137,4365,true,Assist/own power,1,true,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,true,false,03/08/2017,07:00 PM,POINT (-74.01137 44.12747)
NY-2012-WS-081,5,Search,06/08/2012,12:10 AM,1,M,38,NJ,US,Hiking,Overdue,43.69284,-74.21307,2600,false,,2,true,Forest Preserve,Siamese Pond Wilderness,HAMILTON,INDIAN LAKE,true,false,06/08/2012,07:05 AM,POINT (-74.21307 43.69284)
NY-2015-WS-287,5,Search,10/03/2015,06:37 PM,1,M,38,NC,US,Hiking,Overdue,44.15846,-73.86248,2316,true,Assist/own power,4,true,Forest Preserve,Eastern High Peaks,ESSEX,KEENE,true,false,10/04/2015,01:00 PM,POINT (-73.86248 44.15846)
NY-2021-WS-333,4,Rescue,10/03/2021,02:40 PM,1,F,61,UK,IN,Hiking,Injured,42.19353,-74.06377,1894,false,Assist/own power,3,true,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,false,true,10/03/2021,04:15 PM,POINT (-74.06377 42.19353)
NY-2020-WS-174,5,Rescue,07/08/2020,09:30 PM,1,F,18,NY,US,Hiking,Stranded,44.33265,-74.02501,2371,true,Assist/own power,3,false,Forest Preserve,McKenzie Mountain Wilderness,ESSEX,NORTH ELBA,true,false,07/08/2020,11:58 PM,POINT (-74.02501 44.33265)
NY-2012-WS-130,5,Rescue,07/17/2012,05:00 PM,18,M,,NY,US,Boating,Stranded,44.25393,-74.24718,1539,false,Vehicle/boat evacuation,2,true,Forest Preserve,Saranac Lake Wild Forest,FRANKLIN,HARRIETSTOWN,true,false,07/17/2012,11:00 PM,POINT (-74.24718 44.25393)
NY-2015-WS-135,3,Search,06/25/2015,09:15 PM,1,M,18,NY,US,Biking,Lost,41.45474,-73.71348,630,true,Assist/own power,2,true,State Forests,Mt Ninham,PUTNAM,KENT,false,false,06/26/2015,01:00 AM,POINT (-73.71348 41.45474)
NY-2016-WS-307,5,Rescue,10/16/2016,05:00 PM,1,F,20,NY,US,Hiking,Injured,44.12469,-73.74066,1933,true,Carry out by foot,4,true,Forest Preserve,Dix Mountain Wilderness,ESSEX,KEENE,true,false,10/16/2016,09:00 PM,POINT (-73.74066 44.12469)
NY-2016-WS-192,5,Search,07/28/2016,02:37 PM,1,M,23,NY,US,Hiking,Lost,44.32424,-73.90124,1866,true,Assist/own power,1,true,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,true,false,07/28/2016,04:53 PM,POINT (-73.90124 44.32424)
NY-2017-WS-208,5,Rescue,08/09/2017,04:09 PM,1,F,31,TX,US,Hiking,Injured,44.21325,-73.86887,3467,true,Aircraft evacuation,3,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,08/09/2017,06:00 PM,POINT (-73.86887 44.21325)
NY-2015-WS-017,5,Search,02/10/2015,05:50 PM,2,M,40,PA,US,Hiking,Overdue,44.17339,-73.95877,2208,true,Assist/own power,1,true,Forest Preserve,High Peaks Wilderness Area,ESSEX,NORTH ELBA,true,false,02/10/2015,09:15 PM,POINT (-73.95877 44.17339)
NY-2017-WS-270,5,Rescue,09/23/2017,03:38 PM,1,M,27,NY,US,Hiking,Illness,44.13936,-73.74155,1740,true,Assist/own power,2,true,Forest Preserve,Giant Mountain Wilderness,ESSEX,KEENE,true,false,09/23/2017,05:02 PM,POINT (-73.74155 44.13936)
NY-2015-WS-338,5,Search,11/28/2015,06:12 PM,1,M,61,NY,US,Hiking,Lost,44.18625,-73.98934,1962,true,Assist/own power,1,false,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,11/28/2015,09:28 PM,POINT (-73.98934 44.18625)
NY-2019-WS-090,5,Rescue,05/25/2019,09:40 PM,2,F,29,NY,US,Hiking,Stranded,43.59636,-73.6189,324,true,Vehicle/boat evacuation,3,true,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,true,false,05/26/2019,12:10 AM,POINT (-73.6189 43.59636)
NY-2018-WS-135,4,Rescue,06/30/2018,03:00 PM,1,M,13,NY,US,Hiking,Injured,42.19338,-74.06479,1790,false,Carry out by foot,2,true,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,false,true,06/30/2018,04:30 PM,POINT (-74.06479 42.19338)
NY-2020-WS-062,3,Search,04/07/2020,12:52 AM,1,F,26,NY,US,Walking,Missing,42.05818,-74.43168,1824,true,Assist/own power,7,true,Forest Preserve,Slide Wilderness,ULSTER,SHANDAKEN,false,true,04/07/2020,11:00 AM,POINT (-74.43168 42.05818)
NY-2013-WS-055,5,Search,05/25/2013,06:00 PM,2,M,11,NY,US,Hiking,Lost,43.9702,-74.48183,1792,true,Assist/own power,2,false,Forest Preserve,Sargent Ponds Wild Forest,HAMILTON,LONG LAKE,true,false,05/25/2013,11:30 PM,POINT (-74.48183 43.9702)
NY-2017-WS-320,5,Search,11/05/2017,10:57 AM,1,M,23,NY,US,Hiking,Lost,44.14787,-73.98998,4343,true,Assist/own power,4,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,11/05/2017,04:15 PM,POINT (-73.98998 44.14787)
NY-2020-WS-312,5,Rescue,08/30/2020,10:24 AM,1,M,20,NY,US,Hiking,Injured,44.12196,-73.85624,4600,false,Assist/own power,4,true,Forest Preserve,E High Peaks Wilderness,ESSEX,KEENE,true,false,08/30/2020,06:00 PM,POINT (-73.85624 44.12196)
NY-2019-WS-312,5,Rescue,10/27/2019,08:28 AM,3,M,37,NY,US,Boating,Stranded,43.89352,-74.61805,1775,true,Vehicle/boat evacuation,5,true,Forest Preserve,Sargent Ponds Wild Forest,HAMILTON,LONG LAKE,true,false,10/27/2019,11:54 AM,POINT (-74.61805 43.89352)
NY-2016-WS-248,4,Rescue,08/28/2016,12:50 PM,1,M,26,NY,US,Hiking,Injured,42.1772,-74.05721,1097,true,Technical Rope,2,true,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,false,true,08/28/2016,02:30 PM,POINT (-74.05721 42.1772)
NY-2013-WS-023,8,Rescue,03/09/2013,04:14 PM,6,F,19,NY,US,Hiking,Stranded,42.63175,-77.36135,1021,true,Assist/own power; High Angle; Technical Rope; Vehicle/boat evacuation,1,true,Wildlife Management Area,High Tor WMA,YATES,ITALY,false,false,03/09/2013,07:00 PM,POINT (-77.36135 42.63175)
NY-2017-WS-080,5,Search,04/22/2017,09:57 PM,1,M,25,QC,CA,Hiking,Overdue,44.14257,-73.79192,1425,true,Assist/own power,15,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,04/23/2017,09:00 AM,POINT (-73.79192 44.14257)
NY-2015-WS-005,5,Rescue,01/10/2015,02:53 PM,1,M,51,NY,US,Hiking,Illness,44.11492,-73.79874,3216,true,Assist/own power; Vehicle/boat evacuation,8,true,Forest Preserve,Dix Wilderness,ESSEX,KEENE,true,false,01/10/2015,10:00 PM,POINT (-73.79874 44.11492)
NY-2019-WS-309,6,Search,10/20/2019,06:14 PM,1,M,37,NY,US,Despondent,Illness,43.74486,-75.31191,1201,true,Assist/own power,8,true,Forest Preserve,Independence River State Forest,LEWIS,WATSON,true,false,10/20/2019,10:00 PM,POINT (-75.31191 43.74486)
NY-2012-WS-036,5,Search,03/18/2012,05:24 PM,1,M,20,NY,US,Hiking,Lost,43.60798,-73.5928,1535,true,Assist/own power,3,true,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,true,false,03/19/2012,02:00 AM,POINT (-73.5928 43.60798)
NY-2014-WS-214,6,Rescue,09/11/2014,01:31 PM,3,M,44,NY,US,Boating,Stranded,43.89713,-75.02515,1670,false,Vehicle/boat evacuation,1,true,Forest Preserve,Stillwater Reservoir.,HERKIMER,WEBB,true,false,09/11/2014,05:00 PM,POINT (-75.02515 43.89713)
NY-2017-WS-052,5,Search,03/15/2017,01:26 PM,1,,,NY,US,Skiing,Stranded,43.66925,-74.0182,1875,false,Assist/own power,4,true,Forest Preserve,Siameese Pond Wilderness,WARREN,JOHNSBURG,true,false,03/15/2017,06:00 PM,POINT (-74.0182 43.66925)
NY-2019-WS-129,5,Rescue,06/28/2019,01:15 PM,1,F,69,MA,US,Hiking,Injured,43.86813,-74.40633,3383,true,Vehicle/boat evacuation,6,true,Forest Preserve,Blue Mountain Wild Forest,HAMILTON,INDIAN LAKE,true,false,06/28/2019,04:15 PM,POINT (-74.40633 43.86813)
NY-2022-WS-325,5,Rescue,11/05/2022,05:52 PM,2,M,24,NY,US,Hiking,Stranded,43.41384,-73.7327,770,true,Vehicle/boat evacuation,2,true,Forest Preserve,Lake George Wild Forest,WARREN,LAKE GEORGE,true,false,11/05/2022,07:15 PM,POINT (-73.7327 43.41384)
NY-2021-WS-167,5,Rescue,07/04/2021,01:30 PM,1,F,59,NY,US,Climbing:Rock/Ice,Injured,44.1475,-73.96687,3130,false,Aircraft evacuation; High Angle,7,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,07/04/2021,06:03 PM,POINT (-73.96687 44.1475)
NY-2017-WS-074,5,Search,04/17/2017,08:42 PM,1,M,17,NY,US,Hiking,Lost,43.86873,-74.41447,2757,true,Assist/own power,2,true,Forest Preserve,Blue Mountain Wild Forest,HAMILTON,INDIAN LAKE,true,false,04/18/2017,12:15 AM,POINT (-74.41447 43.86873)
NY-2013-WS-207,5,Rescue,09/16/2013,12:10 AM,3,M,26,NY,US,Hiking,Overdue,44.15268,-73.66619,2600,false,Assist/own power,1,false,Forest Preserve,High Peaks,ESSEX,KEENE,true,false,09/16/2013,06:00 AM,POINT (-73.66619 44.15268)
NY-2012-WS-244,9,Search,11/05/2012,07:40 PM,1,M,78,NY,US,Off road vehicle/ATV,Overdue,42.211,-79.25424,1453,true,Assist/own power,1,true,Private Land,N/A,CHAUTAUQUA,GERRY,false,false,11/05/2012,10:00 PM,POINT (-79.25424 42.211)
NY-2015-WS-066,5,Search,04/30/2015,02:10 PM,1,M,52,NY,US,Hiking,Lost,43.79046,-74.28771,1660,true,Assist/own power,1,true,Forest Preserve,Blue Mountain WF,HAMILTON,INDIAN LAKE,true,false,04/30/2015,03:30 PM,POINT (-74.28771 43.79046)
NY-2017-WS-112,8,Rescue,06/06/2017,06:45 PM,1,F,32,NY,US,Hiking,Stranded,42.66513,-77.33527,850,true,Assist/own power; Technical Rope,1,true,Wildlife Management Area,High Tor WMA,YATES,ITALY,false,false,06/06/2017,08:29 PM,POINT (-77.33527 42.66513)
NY-2015-WS-173,6,Search,07/22/2015,08:55 PM,1,M,4,NY,US,Walking,Missing,43.274,-75.6961,533,true,Carry out by foot,5,true,Private Land,Private,ONEIDA,VIENNA,false,false,07/23/2015,01:16 AM,POINT (-75.6961 43.274)
NY-2018-WS-279,3,Rescue,09/20/2018,05:39 PM,1,M,62,NY,US,Biking,Illness,41.74369,-73.76073,601,true,Vehicle/boat evacuation,1,true,Other DEC Land,Teconic-Herford MUA,DUTCHESS,PLEASANT VALLEY,false,false,09/21/2018,04:00 PM,POINT (-73.76073 41.74369)
NY-2014-WS-111,5,Search,06/29/2014,06:30 PM,1,M,52,NY,US,Hiking,Lost,44.15445,-73.72586,4000,true,Assist/own power,6,false,Forest Preserve,Giant Mountain Wilderness,ESSEX,KEENE,true,false,06/29/2014,11:12 PM,POINT (-73.72586 44.15445)
NY-2016-WS-230,5,Rescue,08/20/2016,04:00 AM,1,M,37,NY,US,Hiking,Injured,44.12778,-73.86657,3900,true,Aircraft evacuation,7,true,Forest Preserve,High Peaks,ESSEX,KEENE,true,false,08/20/2016,01:03 PM,POINT (-73.86657 44.12778)
NY-2019-WS-031,8,Rescue,02/23/2019,07:28 PM,1,M,44,NY,US,Hiking,Stranded,42.66515,-77.33538,957,true,Assist/own power; Technical Rope,2,true,Wildlife Management Area,Hi Tor WMA,YATES,ITALY,false,false,02/23/2019,10:00 PM,POINT (-77.33538 42.66515)
NY-2015-WS-052,5,Search,04/13/2015,07:50 PM,3,F,20,NY,US,Hiking,Lost,44.38189,-73.52076,820,true,Assist/own power,1,true,Forest Preserve,Taylor Pond Wild Forest,ESSEX,LEWIS,true,false,04/13/2015,09:32 PM,POINT (-73.52076 44.38189)
NY-2022-WS-067,5,Rescue,04/28/2022,06:30 PM,1,M,21,OH,US,Hiking,Injured,44.37162,-73.90548,3897,true,Vehicle/boat evacuation,1,true,Forest Preserve,Whiteface Mountain Ski Center,ESSEX,WILMINGTON,true,false,04/28/2022,07:50 PM,POINT (-73.90548 44.37162)
NY-2017-WS-277,5,Search,09/29/2017,06:43 PM,4,M,16,NY,US,Hiking,Lost,43.51435,-73.78024,862,true,Assist/own power,3,true,Forest Preserve,Municipal Land,WARREN,WARRENSBURG,true,false,09/30/2017,12:45 AM,POINT (-73.78024 43.51435)
NY-2017-WS-070,5,Rescue,04/15/2017,07:39 PM,1,F,30,NY,US,Hiking,Injured,44.34486,-73.92729,2068,true,Vehicle/boat evacuation,5,true,Forest Preserve,McKenzie Mountain Wilderness,ESSEX,NORTH ELBA,true,false,04/15/2017,11:00 PM,POINT (-73.92729 44.34486)
NY-2017-WS-011,3,Search,01/22/2017,08:52 PM,1,M,45,NY,US,Hiking,Overdue,42.07402,-74.48335,1800,true,Assist/own power,12,true,Forest Preserve,Big Indian Wilderness Area,ULSTER,SHANDAKEN,false,true,01/23/2017,09:30 AM,POINT (-74.48335 42.07402)
NY-2016-WS-343,1,Search,11/10/2016,11:30 AM,1,M,60,NY,US,Hunting,Lost,40.54155,-72.75,70,true,Assist/own power,1,true,Other DEC Land,David A. Sarnoff Preserve,SUFFOLK,SOUTHAMPTON,false,false,11/10/2016,12:00 PM,POINT (-72.75 40.54155)
NY-2021-WS-389,1,Search,11/09/2021,04:30 PM,1,F,,NY,US,Hiking,Lost,40.98594,-72.60421,76,true,Vehicle/boat evacuation,1,false,OPRHP State Land,Hallock State Park,SUFFOLK,RIVERHEAD,false,false,11/09/2021,05:00 PM,POINT (-72.60421 40.98594)
NY-2021-WS-306,8,Rescue,09/18/2021,04:30 PM,1,F,47,FL,US,Hiking,Injured,42.63199,-77.36073,980,true,Assist/own power,1,true,Wildlife Management Area,High Tor WMA,YATES,ITALY,false,false,09/18/2021,06:30 PM,POINT (-77.36073 42.63199)
NY-2014-WS-240,5,Search,10/11/2014,10:30 PM,1,M,37,NY,US,Hiking,Lost,43.82564,-74.06908,420,true,Assist/own power,9,false,Forest Preserve,Vanderwhacker Wild Forest,ESSEX,MINERVA,true,false,10/12/2014,10:00 AM,POINT (-74.06908 43.82564)
NY-2019-WS-282,9,Search,10/07/2019,07:00 PM,1,M,85,NY,US,Walking,Missing,42.00054,-78.04531,2047,true,Vehicle/boat evacuation,5,true,Private Land,Private,ALLEGANY,ALMA,false,false,10/08/2019,11:48 AM,POINT (-78.04531 42.00054)
NY-2020-WS-200,5,Rescue,07/18/2020,09:30 PM,1,M,,NY,US,Hiking,Stranded,43.31861,-73.33944,1308,false,Assist/own power,2,true,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,true,false,07/18/2020,11:22 PM,POINT (-73.33944 43.31861)
NY-2020-WS-042,3,Search,03/07/2020,09:35 PM,2,M,,PA,US,Hiking,Overdue,42.00888,-74.42742,2422,false,Assist/own power,4,true,Forest Preserve,Slide Mountain Wilderness Area,ULSTER,SHANDAKEN,false,true,03/08/2020,08:00 AM,POINT (-74.42742 42.00888)
NY-2018-WS-208,5,Rescue,08/13/2018,11:24 AM,1,F,45,NY,US,Hiking,Injured,43.51039,-73.60078,1500,true,Airboat; Assist/own power,1,false,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,true,false,08/13/2018,01:12 PM,POINT (-73.60078 43.51039)
NY-2016-WS-334,6,Search,11/06/2016,02:45 PM,1,M,64,NY,US,Hunting,Lost,43.49121,-75.22994,1203,true,Assist/own power,2,true,State Forests,Hogsback State Forest,ONEIDA,BOONVILLE,false,false,11/06/2016,05:00 PM,POINT (-75.22994 43.49121)
NY-2014-WS-155,6,Rescue,08/01/2014,10:56 PM,1,M,42,NY,US,Camping,Injured,43.89048,-75.03476,1685,false,Vehicle/boat evacuation,1,true,Forest Preserve,Independence River Wild Forest,HERKIMER,WEBB,true,false,08/02/2014,12:00 AM,POINT (-75.03476 43.89048)
NY-2020-WS-111,5,Search,06/02/2020,09:14 PM,1,M,19,NY,US,Hiking,Lost,44.1589,-73.95042,2300,true,Vehicle/boat evacuation,2,true,Forest Preserve,E. High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,06/03/2020,12:34 PM,POINT (-73.95042 44.1589)
NY-2012-WS-122,3,Search,07/09/2012,07:00 PM,1,F,28,NY,US,Hiking,Lost,41.75707,-74.32786,500,true,Assist/own power,1,true,OPRHP State Land,Minnewaska State Park Preserve,ULSTER,WAWARSING,false,false,07/09/2012,08:00 PM,POINT (-74.32786 41.75707)
NY-2012-WS-137,3,Rescue,08/01/2012,04:10 PM,1,M,41,QC,CA,Hiking,Injured,41.73895,-74.19682,846,true,Carry out by foot,1,true,Private Land,Mohonk Preserve,ULSTER,GARDINER,false,false,08/01/2012,05:00 PM,POINT (-74.19682 41.73895)
NY-2014-WS-287,8,Search,12/28/2014,05:15 AM,1,M,77,NY,US,Walking,Missing,43.02147,-78.00434,790,true,Assist/own power; Vehicle/boat evacuation,5,true,Private Land,NA,GENESEE,LE ROY,false,false,12/28/2014,07:15 AM,POINT (-78.00434 43.02147)
NY-2017-WS-022,9,Rescue,02/06/2017,03:42 PM,1,F,28,NY,US,Snowmobile,Injured,42.35107,-78.48525,1980,true,Vehicle/boat evacuation,1,true,State Forests,Bear Creek SF,CATTARAUGUS,MACHIAS,false,false,02/06/2017,05:30 PM,POINT (-78.48525 42.35107)
NY-2016-WS-164,5,Rescue,07/14/2016,12:21 PM,1,M,15,ON,CA,Camping,Injured,43.63395,-73.60197,1588,true,Assist/own power,4,true,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,true,false,07/14/2016,04:30 PM,POINT (-73.60197 43.63395)
NY-2016-WS-147,5,Search,07/03/2016,12:18 PM,1,M,39,NY,US,Walking,Illness,44.5113,-74.03975,1774,true,Assist/own power,2,true,Private Land,Private,FRANKLIN,FRANKLIN,true,false,07/03/2016,03:00 PM,POINT (-74.03975 44.5113)
NY-2022-WS-248,5,Rescue,09/08/2022,02:25 PM,2,M,50,NY,US,Hiking,Injured,44.10129,-74.52285,1982,false,Assist/own power,4,true,Forest Preserve,Horseshoe Lake Wild Forest,FRANKLIN,TUPPER LAKE,true,false,09/08/2022,04:30 PM,POINT (-74.52285 44.10129)
NY-2020-WS-246,5,Search,08/06/2020,12:45 PM,3,F,13,NY,US,Hiking,Lost,43.34715,-73.72436,640,true,Assist/own power,2,true,Other Municipal Land,none,WARREN,QUEENSBURY,true,false,08/06/2020,03:10 PM,POINT (-73.72436 43.34715)
NY-2015-WS-290,5,Search,10/07/2015,05:55 PM,2,F,49,FL,US,Hiking,Lost,43.57355,-73.71033,1560,true,Assist/own power,1,false,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,true,false,10/07/2015,10:50 PM,POINT (-73.71033 43.57355)
NY-2014-WS-030,4,Search,03/29/2014,12:15 PM,2,F,18,PA,US,Hiking,Lost,42.21488,-74.03533,2700,true,Assist/own power,1,true,Forest Preserve,Windham Blackhead Range Wilderness,GREENE,HUNTER,false,true,03/29/2014,03:45 PM,POINT (-74.03533 42.21488)
NY-2015-WS-239,5,Rescue,08/27/2015,05:02 PM,1,F,77,NY,US,Hiking,Illness,44.16041,-73.85546,2220,true,Aircraft evacuation,3,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,08/27/2015,08:00 PM,POINT (-73.85546 44.16041)
NY-2015-WS-008,6,Rescue,01/17/2015,12:30 PM,1,F,45,NY,US,Snowmobile,Injured,43.82608,-75.12001,1670,false,Aircraft evacuation; Vehicle/boat evacuation,3,true,Forest Preserve,Independance River Wild Forest,HERKIMER,WEBB,true,false,01/17/2015,05:27 PM,POINT (-75.12001 43.82608)
NY-2018-WS-014,6,Rescue,02/03/2018,04:59 PM,1,M,41,MA,US,Snowmobile,Injured,43.78006,-74.99549,1876,true,Vehicle/boat evacuation,2,true,Other Municipal Land,Town of Webb,HERKIMER,WEBB,true,false,02/03/2018,07:00 PM,POINT (-74.99549 43.78006)
NY-2012-WS-172,4,Search,09/02/2012,08:30 PM,2,M,15,NY,US,Hiking,Lost,42.5898,-74.35999,900,false,Assist/own power,2,true,Private Land,Private Land,SCHOHARIE,MIDDLEBURGH,false,false,09/02/2012,09:30 PM,POINT (-74.35999 42.5898)
NY-2017-WS-281,5,Search,09/09/2017,07:40 PM,2,F,43,NY,US,Hiking,Stranded,43.11904,-73.7972,586,false,Assist/own power,1,true,State Forests,Daniel's Road State Forest,SARATOGA,GREENFIELD,false,false,09/09/2017,10:00 PM,POINT (-73.7972 43.11904)
NY-2020-WS-169,5,Rescue,07/05/2020,08:02 AM,2,M,22,NY,US,Hiking,Illness,44.12306,-73.87853,4000,true,Assist/own power,4,false,Forest Preserve,Eastern High Peaks Wilderness,ESSEX,KEENE,true,false,07/05/2020,06:00 PM,POINT (-73.87853 44.12306)
NY-2015-WS-189,5,Rescue,07/29/2015,11:22 AM,1,M,24,MI,US,Hiking,Illness,44.02083,-73.82771,2055,false,Assist/own power,4,true,Forest Preserve,Dix Wilderness,ESSEX,NORTH HUDSON,true,false,07/29/2015,01:00 PM,POINT (-73.82771 44.02083)
NY-2022-WS-294,5,Rescue,10/12/2022,11:30 AM,1,M,81,NY,US,Motor vehicle,Stranded,44.72498,-74.50679,1257,true,Assist/own power,2,true,State Forests,Deer RIver STate Forest,FRANKLIN,DICKINSON,false,false,10/12/2022,02:00 PM,POINT (-74.50679 44.72498)
NY-2019-WS-202,5,Rescue,08/04/2019,01:58 PM,1,F,57,NY,US,Hiking,Injured,43.55317,-73.60217,400,true,Assist/own power,1,true,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,true,false,08/04/2019,03:30 PM,POINT (-73.60217 43.55317)
NY-2014-WS-270,5,Rescue,11/21/2014,04:20 PM,1,F,26,VT,US,Hiking,Injured,44.16264,-73.97481,2880,true,Vehicle/boat evacuation,3,false,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,11/21/2014,08:38 PM,POINT (-73.97481 44.16264)
NY-2022-WS-254,9,Rescue,09/10/2022,12:08 PM,1,M,33,NY,US,Despondent,Stranded,42.19219,-78.71108,2217,true,Assist/own power,1,true,State Forests,Little Rock City State Forest,CATTARAUGUS,SALAMANCA,false,false,09/10/2022,04:00 PM,POINT (-78.71108 42.19219)
NY-2022-WS-090,9,Search,05/22/2022,06:52 PM,1,M,46,NY,US,Whitewater,Missing,42.15844,-79.08755,1250,true,Dive Team; Swiftwater; Technical Rope,2,true,Private Land,N/A,CHAUTAUQUA,POLAND,false,false,05/23/2022,08:00 PM,POINT (-79.08755 42.15844)
NY-2022-WS-170,5,Search,07/24/2022,08:20 AM,1,M,34,NY,US,Hiking,Overdue,43.73165,-74.47293,2000,false,Assist/own power,1,true,Forest Preserve,Blue Ridge Wilderness,HAMILTON,INDIAN LAKE,true,false,07/24/2022,09:45 AM,POINT (-74.47293 43.73165)
NY-2019-WS-120,5,Rescue,06/22/2019,04:02 PM,4,M,28,NJ,US,Boating,Stranded,43.07091,-73.34572,495,true,Vehicle/boat evacuation,4,true,Other DEC Land,Batten Kill River,WASHINGTON,JACKSON,false,false,06/22/2019,05:52 PM,POINT (-73.34572 43.07091)
NY-2017-WS-253,5,Search,09/10/2017,01:25 PM,1,M,28,NJ,US,Hiking,Missing,44.14048,-74.0473,2900,true,Aircraft evacuation,49,true,Forest Preserve,Eastern High Peaks Wilderness,ESSEX,NEWCOMB,true,false,09/18/2017,08:24 PM,POINT (-74.0473 44.14048)
NY-2015-WS-229,5,Search,08/21/2015,05:45 PM,1,M,24,BE,IN,Hiking,Lost,44.21552,-73.86323,3800,true,,1,true,Forest Preserve,Eastern High Peaks,ESSEX,NORTH ELBA,false,false,08/21/2015,06:47 PM,POINT (-73.86323 44.21552)
NY-2020-WS-257,5,Rescue,08/10/2020,04:09 PM,1,M,33,NY,US,Hiking,Illness,43.37698,-73.7003,600,false,Assist/own power,2,true,Other Municipal Land,N/A,WARREN,QUEENSBURY,true,false,08/10/2020,05:45 PM,POINT (-73.7003 43.37698)
NY-2015-WS-251,5,Rescue,09/05/2015,03:00 PM,1,M,27,NY,US,Hiking,Illness,44.45444,-73.87596,2136,true,Assist/own power,1,false,Forest Preserve,Taylor Pond Wild Forest,CLINTON,BLACK BROOK,true,false,09/05/2015,05:30 PM,POINT (-73.87596 44.45444)
NY-2022-WS-271,5,Search,09/27/2022,12:15 PM,3,M,13,NY,US,Runaway,Fugitive,44.27261,-73.93654,1710,false,Assist/own power,3,true,State Forests,High Peaks,ESSEX,NORTH ELBA,true,false,09/27/2022,11:00 PM,POINT (-73.93654 44.27261)
NY-2022-WS-164,5,Rescue,07/19/2022,08:30 PM,1,M,77,NY,US,Hiking,Stranded,44.13669,-73.98523,3700,true,Assist/own power,2,true,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,true,false,07/20/2022,11:00 AM,POINT (-73.98523 44.13669)
NY-2012-WS-076,5,Rescue,06/03/2012,06:57 PM,1,F,22,NY,US,Camping,Illness,44.20559,-74.32474,1575,false,Vehicle/boat evacuation,1,true,Forest Preserve,Western High Peaks,FRANKLIN,HARRIETSTOWN,true,false,06/03/2012,08:30 PM,POINT (-74.32474 44.20559)
